NR,C,13|NAME,C,30|ZUSATZ,C,254|ZUSATZNR,C,11|EINHEIT,C,8|PREISA,C,10|SOPREISA,C,10|PREISB,C,10|SOPREISB,C,10|TEXT,C,254|TEXT_2,C,254|TEXT_3,C,254|TEXT_4,C,254|TEXT2,C,254|TEXT2_2,C,254|TEXT2_3,C,254|TEXT2_4,C,254|TEXT3,C,254|TEXT3_2,C,254|TEXT3_3,C,254|TEXT3_4,C,254|EAN,C,13|MHD,C,10|HALTBTAGE,C,3|GRAFIK,C,254|GRAFIK2,C,254|VKGEWICHT,C,8|KGPREISA,C,25|KGPREISB,C,25|BPTEXT1,C,254|BPTEXT1_2,C,254|BPTEXT1_3,C,254|BPTEXT1_4,C,254|BPTEXT2,C,254|BPTEXT2_2,C,254|BPTEXT2_3,C,254|BPTEXT2_4,C,254|BPTEXT3,C,254|BPTEXT3_2,C,254|BPTEXT3_3,C,254|BPTEXT3_4,C,254|BPTEXT4,C,254|BPTEXT4_2,C,254|BPTEXT4_3,C,254|BPTEXT4_4,C,254|BPTEXT5,C,254|BPTEXT5_2,C,254|BPTEXT5_3,C,254|BPTEXT5_4,C,254|BPTEXT6,C,254|BPTEXT6_2,C,254|BPTEXT6_3,C,254|BPTEXT6_4,C,254|BPTEXT7,C,254|BPTEXT7_2,C,254|BPTEXT7_3,C,254|BPTEXT7_4,C,254|BPTEXT8,C,254|BPTEXT8_2,C,254|BPTEXT8_3,C,254|BPTEXT8_4,C,254|BPTEXT9,C,254|BPTEXT9_2,C,254|BPTEXT9_3,C,254|BPTEXT9_4,C,254|BPTEXT10,C,254|BPTEXT10_2,C,254|BPTEXT10_3,C,254|BPTEXT10_4,C,254|LINKARTIK,C,30|LINKPREIS,C,10|KJ,C,10|KCAL,C,10|EIWEISS,C,10|FETT,C,10|KOHLENHYDR,C,10|GESFETTSAE,C,10|ZUCKER,C,10|BALLASTSTO,C,10|KOCHSALZ,C,10|BEINHEITEN,C,10|GRAMMBE,C,10|ALLERGENE,C,254
378|Sahne Nußziegel|||Stück|9,050|0,000|9,050|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
379|Marzipanplatte  28cm|||Stück|3,950|0,000|3,950|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
379a|Marzipanplatte 35 x 40 xm|||Stück|5,550|0,000|5,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
379b|Marzipanplatte 35 x70|||Stück|9,300|0,000|9,300|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
380|Kirschrollen  groß|||Stück|10,400|0,000|10,400|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
381|Apfeltaschen|||Stück|1,000|0,000|1,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
382|Apfel Streusel bio|||Stück|1,850|0,000|1,850|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
385|Einzugsbrot|||Stück|3,350|0,000|3,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
385a|*Einzugsbrot bio|||Stück|2,600|0,000|2,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
386|Streifen mit Glasur|||Stück|3,250|0,000|3,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
387|Kindjestüch 1Tüte|||Stück|4,700|0,000|4,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
388|Maracujatorte|||Stück|27,000|0,000|27,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
389|Quarkpudel|||Stück|3,100|0,000|3,100|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
390|Butterkuchen 1Blech|||Stück|36,000|0,000|36,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
391|Lebkuchenschneemann|||Stück|1,700|0,000|1,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
393|Israeliten|||Stück|0,500|0,000|0,500|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
396|Kindjestüch,groß|||Stück|0,950|0,000|0,950|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
398|Futjes|||Stück|0,900|0,000|0,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
400|Milchweißbrot 850g|||Stück|3,950|0,000|3,950|0,000||||||||||||||15.07.2020||||850 g|4,647|0,465||||||||||||||||||||||||||||||||||||||||||||||||||||||
400a|Milchweißbrot-METER|||Stück|4,750|0,000|4,750|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
400x|Sb- Milchweißbrot 1000g|||Stück|4,100|0,000|4,100|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
401|Sovitalbrot 750g|||Stück|3,450|0,000|3,450|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
402|Dinkel 1kg|||Stück|2,250|0,000|2,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
403|Hafer 1kg|||Stück|2,000|0,000|2,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
405|Berliner klein|||Stück|1,250|0,000|1,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
406|Weizenvollkorn   2550g|||Stück|8,550|0,000|8,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
407|Weizenmehrkorn   2550g|||Stück|9,050|0,000|9,050|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
408|*Roggenbackfermentbrötchen bio|||Stück|0,600|0,000|0,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
409|*Dinkelbackf.-Brötchen bio|||Stück|0,700|0,000|0,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
410|Quarkschnitte|||Stück|1,700|0,000|1,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
410a|Quarkschnitte m. Fruchtspiegel|||Stück|2,000|0,000|2,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
412|Roggenschrot     3500g|||Stück|12,100|0,000|12,100|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
414|*Gewürzbrot bio 3500g|||Stück|13,650|0,000|13,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
416|Mischbrotstange 2000g|||Stück|5,800|0,000|5,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
418|Mehrkornbrot     3000g|||Stück|11,550|0,000|11,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
419|Campingwecken|||Stück|1,150|0,000|1,150|0,000|"Weizenmehl 550, Wasser, Meersalz, Hefe, Weizenkleber, pflanzliche Margarine,  
Zucker, Süßmolkepulver (MILCH), Gerstenmalzextrakt (Gerstenmalz, Wasser), 
Stabilisator (Calciumphoshate, Natium-Carboxymethyloollulose, Guarkernmehl), 
Emulgator (Mono- un"|"d Diacetylweinsäureester von Mono- Diglyceriden von 
Speisefettsäuren), Traubenzucker, Malzmehl (Gerste, Weizen), 
Trennmittel (Calciumphosphate), Mehlbehandlungsmittel (Ascorbinsäure), 
Enzyme"||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
419b|Campingwecken halbgebacken|||Stück|1,150|0,000|1,150|0,000|"Weizenmehl 550, Wasser, Meersalz, Hefe, Weizenkleber, pflanzliche Margarine,  
Zucker, Süßmolkepulver (MILCH), Gerstenmalzextrakt (Gerstenmalz, Wasser), 
Stabilisator (Calciumphoshate, Natium-Carboxymethyloollulose, Guarkernmehl), 
Emulgator (Mono- un"|"d Diacetylweinsäureester von Mono- Diglyceriden von 
Speisefettsäuren), Traubenzucker, Malzmehl (Gerste, Weizen), 
Trennmittel (Calciumphosphate), Mehlbehandlungsmittel (Ascorbinsäure), 
Enzyme"||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
420|Haferbrot        3000g|||Stück|11,550|0,000|11,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
421|Kürbiskern 1Kg.|||Stück|10,400|0,000|10,400|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
422|Dinkelbrot       2500g|||Stück|13,850|0,000|13,850|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
423|Zitronentorte|||Stück|22,050|0,000|22,050|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
425|Deli.-bf.-brot   3000g|||Stück|11,750|0,000|11,750|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
426|Schokorolle, klein|||Stück|5,550|0,000|5,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
426a|Schokorolle, groß|||Stück|9,400|0,000|9,400|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
426b|Birne-Helene-Schokorolle klein|||Stück|6,650|0,000|6,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
426c|Birne-Helene-Rolle, groß|||Stück|11,050|0,000|11,050|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
426d|Mocca Sahne Rolle groß|||Stück|11,050|0,000|11,050|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
427|Roggenbf.-brot   2000g|||Stück|10,650|0,000|10,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
428|Sonnenb.-bf.-brot3500g|||Stück|11,750|0,000|11,750|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
429|Torte bio|||Stück|27,300|0,000|27,300|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
430|*Roggenfeinmeterbrot|||Stück|5,900|0,000|5,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
431|Baiserboden|||Stück|5,000|0,000|5,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
432|3-Kornbrot       2500g|||Stück|6,150|0,000|6,150|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
436|Futjes mit Rosinen|||Stück|0,900|0,000|0,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
437|kl.Heiße Wecken|||Stück|0,750|0,000|0,750|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
438|Rustikornbrot 750g|||Stück|2,350|0,000|2,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
439|Pflaumenmusstreifen 1/2|||Stück|2,700|0,000|2,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
439a|Pflaumenstreifen TEIGLING|||Stück|1,800|0,000|1,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
441|Gewürzstreifen 1/2|||Stück|2,800|0,000|2,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
441a|Gewürzstreifen TEIGLING|||Stück|1,800|0,000|1,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
442|Marzipanstreifen 1/2|||Stück|2,700|0,000|2,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
442a|Marzipanstreifen TEIGLING|||Stück|1,800|0,000|1,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
443|Marzipancroissant|||Stück|0,950|0,000|0,950|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
444|Sonder-Aktionsbrot|||Stück|4,050|0,000|4,050|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
446|Paniermehl 250g|||Stück|1,000|0,000|1,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
447|Sonnenkernigers 750g|||Stück|1,610|0,000|1,610|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
448|Meister Kuchen|||Stück|0,630|0,000|0,630|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
449|Marzipan-Rosi-Nuss-Streifen|||Stück|2,940|0,000|2,940|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
450|Apfelstreifen 1/2|||Stück|2,000|0,000|2,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
450a|Apfelstreifen  TEIG|||Stück|1,190|0,000|1,190|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
451|Wellness-Brot 750g.|||Stück|1,680|0,000|1,680|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
452|Erdbeertorte klein|||Stück|13,300|0,000|13,300|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
453|Mischbrot dunkel|||Stück|2,390|0,000|2,390|0,000||||||||||||||15.07.2020||||850 g|2,812|0,281||||||||||||||||||||||||||||||||||||||||||||||||||||||
453a| Mischmeterbrot dunkel|||Stück|3,080|0,000|3,080|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
453x|SB- Mischbrot dunkel|||Stück|2,520|0,000|2,520|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
454|*Stockbrotteiglinge bio|||Stück|0,550|0,000|0,550|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
455|Kleingebäck lose 1 kg (Brigitt|||Liter|10,920|0,000|10,920|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
456|Blätterteig 50 x 70 cm|||Stück|3,640|0,000|3,640|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
456a|Blätterteig 50 x 30|||Stück|2,910|0,000|2,910|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
457|OSTERPUDEL|||Stück|1,840|0,000|1,840|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
458|*Dinkelkruste bio 750g|||Stück|5,150|0,000|5,150|0,000|Dinkelvollkornmehl, Dinkelmehl 630, Dinkelbackf.-Sauerteig, Roggensauerteig, Dinkelflocken, Öko-Backmargarine, Meersalz*, Bioreal-Hefe|||||||||||||15.07.2020||||750 g|6,867|0,687|DINKELVOLLKORNMEHL BIO; Wasser; DINKELMEHL TYPE 630 BIO; Bio-Realhefe bio; Salz; SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); Kartoffelflocken bio; Sekowa Backferment Ansatz bio (Dinkelvollkornmehl bio, Wasser, Sekowa Grundansatz)||||Ø je 100 g:  Energie: 971 kJ / 232 kcal  /  Fett: 1,0 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 43,3 g  /  davon Zucker: 0,7 g  /  Ballaststoffe: 5,3 g  /  Eiweiß: 8,5 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 3,6  /  1 BE entspricht: 28 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen, Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, DINKELVOLLKORNMEHL BIO, DINKELMEHL TYPE 630 BIO"||||||||||||||||||||||||||||||||||971|232|8,52 g|0,99 g|43,30 g|0,19 g|0,73 g|5,34 g|1,74 g|3,61|27,72 g|Gluten
458a|*Dinkelkruste-Meterbrot bio|||Stück|6,450|0,000|6,450|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
458x|SB-*Dinkelkruste bio 75|||Stück|5,150|0,000|5,150|0,000|Dinkelvollkornmehl, Dinkelmehl 630, Dinkelbackf.-Sauerteig, Roggensauerteig, Dinkelflocken, Öko-Backmargarine, Meersalz*, Bioreal-Hefe|||||||||||||15.07.2020||||750 g|6,867|0,687|DINKELVOLLKORNMEHL BIO; Wasser; DINKELMEHL TYPE 630 BIO; Bio-Realhefe bio; Salz; SAUERTEIG ROGGENSCHROT BIO (ROGGENSCHROT bio, Wasser); Kartoffelflocken bio; Sekowa Backferment Ansatz bio (Dinkelvollkornmehl bio, Wasser, Sekowa Grundansatz)||||Ø je 100 g:  Energie: 971 kJ / 232 kcal  /  Fett: 1,0 g  /  davon ges. Fettsäuren: 0,2 g  /  Kohlenhydrate: 43,3 g  /  davon Zucker: 0,7 g  /  Ballaststoffe: 5,3 g  /  Eiweiß: 8,5 g  /  Salz: 1,7 g  /  Broteinheiten (BE): 3,6  /  1 BE entspricht: 28 g||||"Enthaltene Allergene: Glutenhaltige Getreide (Roggen, Dinkel).
 - Zutaten mit ausgewiesenen Allergenen: SAUERTEIG ROGGENSCHROT BIO, DINKELVOLLKORNMEHL BIO, DINKELMEHL TYPE 630 BIO"||||||||||||||||||||||||||||||||||971|232|8,52 g|0,99 g|43,30 g|0,19 g|0,73 g|5,34 g|1,74 g|3,61|27,72 g|Gluten
459|Erdbeersahnerolle klein|||Stück|4,410|0,000|4,410|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
459a|Erdbeersahnerolle, groß|||Stück|7,000|0,000|7,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
460|Osterzopf|||Stück|2,170|0,000|2,170|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
460b|*Osterzopf BIO OHNE Rosin.750g|||Stück|4,750|0,000|4,750|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
460c| Osterzopf mit Rosinen|||Stück|2,170|0,000|2,170|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
461a|Pflaumenstreuselkuch.m.Sahne|||Stück|1,260|0,000|1,260|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
462|Kirschstreuselkuchen|||Stück|1,120|0,000|1,120|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
463|Himbeertorte mit Marzipan|||Stück|17,500|0,000|17,500|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
468|Butter-Mandelkranz|||Stück|3,100|0,000|3,100|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
472|Mandelstange|||Stück|0,880|0,000|0,880|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
473|Johannesbeerschnitte|||Stück|1,000|0,000|1,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
474|Käse Sahnekuchen|||Stück|1,210|0,000|1,210|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
477|Zuckerkringel|||Stück|1,150|0,000|1,150|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
478|Nußstangen|||Stück|1,600|0,000|1,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
479|Baiserwolken 'Mars'|||Stück|0,350|0,000|0,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
480|*Pflaumentorte bio|||Stück|17,400|0,000|17,400|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
481|Mandelstrietzel|||Stück|3,400|0,000|3,400|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
483|Rumkugeln|||Stück|1,350|0,000|1,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
485a|Marzipan-Sahne-Nussschnitten|||Stück|1,900|0,000|1,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
490|Gemüsetaschen kleiner|||Stück|1,200|0,000|1,200|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
491|Paniermehl 1kg|||Stück|2,850|0,000|2,850|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
495a|Lebkuchen 10x15cm|||Stück|1,700|0,000|1,700|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
496|*Bio Kekse kleine Tüten|||Stück|2,400|0,000|2,400|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
498|Granatsplitter|||Stück|1,250|0,000|1,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
498a|Granatsplitter klein|||Stück|0,600|0,000|0,600|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
499|Feinschmecker Willy|||Stück|4,000|0,000|4,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
500|1 Stck. Blechkuchen mit Frucht|||Stück|1,350|0,000|1,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
501|Mohnstrudel 50cm|||Stück|8,300|0,000|8,300|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
502|Blätterteigspiralen|||Stück|0,000|0,000|0,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
503|*Dk Vk Mürbeteigtör bio 5 Stk|||Stück|5,800|0,000|5,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
504|Himbeer-Schmand-Schnitte|||Stück|1,900|0,000|1,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
506|Schmalz|||Stück|2,800|0,000|2,800|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
507|Gänsebrust, klein|||Stück|1,350|0,000|1,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
508|Honigkuchen gefüllt, 1 Blech|||Stück|39,000|0,000|39,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
509|Käsekuchen, 1 Stück|||Stück|1,500|0,000|1,500|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
509a|Käsekuchen, gebacken 28 cm|||Stück|18,000|0,000|18,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
510|Honigkuchenstreifen,ungefüll|||Stück|3,350|0,000|3,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
511|Honigkuchen-Streifen, gefüllt|||Stück|4,200|0,000|4,200|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
513|Gewürzkuchenstreifen, ungefüll|||Stück|3,350|0,000|3,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
514|Apfelkuchen, 1 Blech|||Stück|28,000|0,000|28,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
515|Zitronenkuchen, 1 Stück|||Stück|1,300|0,000|1,300|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
516|Marzipan-Nuss-Rolle, groß|||Stück|10,250|0,000|10,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
516a|Schwarzwälder Kirsch Rolle gr.|||Stück|13,250|0,000|13,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
519|Klöben 500g|||Stück|3,000|0,000|3,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
520|KLÖBEN 750 g|||Stück|3,900|0,000|3,900|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
523|Schokosahnestücke|||Stück|1,750|0,000|1,750|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
524|Schoko-Donuts|||Stück|1,150|0,000|1,150|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
524a|Donuts gef. mit Vanillecreme|||Stück|1,250|0,000|1,250|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
526|Gänsebrust-Torte|||Stück|23,000|0,000|23,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
527|kleine Croissants|||Stück|0,750|0,000|0,750|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
529|*Dk-Mürbeteigdeckel dkl  bio|||Stück|3,000|0,000|3,000|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
530|Partysonne klein|||Stück|4,350|0,000|4,350|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
536|Kartöffelchen|||Stück|0,650|0,000|0,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
536a|Kartöffelchen Teiglinge|||Stück|0,300|0,000|0,300|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
536b|Kartöffelchen halbgebacken|||Stück|0,650|0,000|0,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
536c|Kartöffelchen halbgeb. klein|||Stück|0,650|0,000|0,650|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
536k|Kartoffelbrötchen klein|||Stück|0,400|0,000|0,400|0,000||||||||||||||15.07.2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
